 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-75-34.txt

 Ion = Selenium     [34] , Mass = 75 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 75 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.176E+02  1.493E+03      53 A        37 A        26 A   
  11.00 keV   1.234E+02  1.535E+03      56 A        39 A        28 A   
  12.00 keV   1.289E+02  1.575E+03      59 A        41 A        29 A   
  13.00 keV   1.341E+02  1.610E+03      62 A        43 A        31 A   
  14.00 keV   1.392E+02  1.643E+03      66 A        44 A        32 A   
  15.00 keV   1.441E+02  1.674E+03      69 A        46 A        33 A   
  16.00 keV   1.488E+02  1.702E+03      72 A        48 A        34 A   
  17.00 keV   1.534E+02  1.728E+03      75 A        50 A        36 A   
  18.00 keV   1.578E+02  1.753E+03      78 A        51 A        37 A   
  20.00 keV   1.664E+02  1.797E+03      84 A        55 A        39 A   
  22.50 keV   1.764E+02  1.846E+03      91 A        59 A        42 A   
  25.00 keV   1.860E+02  1.888E+03      98 A        63 A        45 A   
  27.50 keV   1.951E+02  1.925E+03     105 A        66 A        48 A   
  30.00 keV   2.037E+02  1.957E+03     111 A        70 A        51 A   
  32.50 keV   2.121E+02  1.986E+03     118 A        74 A        53 A   
  35.00 keV   2.201E+02  2.012E+03     125 A        78 A        56 A   
  37.50 keV   2.278E+02  2.035E+03     132 A        81 A        58 A   
  40.00 keV   2.353E+02  2.056E+03     138 A        85 A        61 A   
  45.00 keV   2.495E+02  2.092E+03     151 A        92 A        66 A   
