 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-64-29.txt

 Ion = Copper       [29] , Mass = 64 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.239E+01  1.270E+03      57 A        42 A        30 A   
  11.00 keV   8.641E+01  1.304E+03      61 A        44 A        32 A   
  12.00 keV   9.026E+01  1.334E+03      64 A        46 A        34 A   
  13.00 keV   9.394E+01  1.362E+03      68 A        49 A        35 A   
  14.00 keV   9.749E+01  1.387E+03      71 A        51 A        37 A   
  15.00 keV   1.009E+02  1.410E+03      75 A        53 A        38 A   
  16.00 keV   1.042E+02  1.432E+03      78 A        55 A        40 A   
  17.00 keV   1.074E+02  1.452E+03      82 A        58 A        41 A   
  18.00 keV   1.105E+02  1.470E+03      85 A        60 A        43 A   
  20.00 keV   1.165E+02  1.503E+03      92 A        64 A        46 A   
  22.50 keV   1.236E+02  1.539E+03     100 A        69 A        49 A   
  25.00 keV   1.303E+02  1.570E+03     108 A        74 A        53 A   
  27.50 keV   1.366E+02  1.596E+03     116 A        78 A        56 A   
  30.00 keV   1.427E+02  1.619E+03     124 A        83 A        60 A   
  32.50 keV   1.485E+02  1.639E+03     132 A        88 A        63 A   
  35.00 keV   1.541E+02  1.657E+03     140 A        92 A        66 A   
  37.50 keV   1.596E+02  1.672E+03     148 A        97 A        69 A   
  40.00 keV   1.648E+02  1.686E+03     155 A       101 A        72 A   
  45.00 keV   1.748E+02  1.709E+03     171 A       110 A        79 A   
