 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-70-30.txt

 Ion = Zinc         [30] , Mass = 70 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.264E+02  1.350E+03      55 A        39 A        28 A   
  11.00 keV   1.325E+02  1.387E+03      59 A        41 A        30 A   
  12.00 keV   1.384E+02  1.420E+03      63 A        43 A        31 A   
  13.00 keV   1.441E+02  1.450E+03      66 A        45 A        33 A   
  14.00 keV   1.495E+02  1.478E+03      69 A        47 A        34 A   
  15.00 keV   1.547E+02  1.504E+03      73 A        49 A        36 A   
  16.00 keV   1.598E+02  1.527E+03      76 A        51 A        37 A   
  17.00 keV   1.647E+02  1.549E+03      79 A        53 A        38 A   
  18.00 keV   1.695E+02  1.570E+03      82 A        55 A        40 A   
  20.00 keV   1.787E+02  1.607E+03      89 A        59 A        42 A   
  22.50 keV   1.895E+02  1.646E+03      97 A        63 A        46 A   
  25.00 keV   1.998E+02  1.681E+03     104 A        68 A        49 A   
  27.50 keV   2.095E+02  1.710E+03     112 A        72 A        52 A   
  30.00 keV   2.188E+02  1.736E+03     119 A        76 A        55 A   
  32.50 keV   2.278E+02  1.759E+03     127 A        80 A        58 A   
  35.00 keV   2.364E+02  1.779E+03     134 A        84 A        61 A   
  37.50 keV   2.447E+02  1.797E+03     141 A        88 A        63 A   
  40.00 keV   2.527E+02  1.813E+03     149 A        92 A        66 A   
  45.00 keV   2.680E+02  1.840E+03     163 A       100 A        72 A   
