 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-69-25.txt

 Ion = Manganese    [25] , Mass = 69 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.056E+02  1.206E+03      61 A        43 A        31 A   
  11.00 keV   1.108E+02  1.236E+03      65 A        45 A        32 A   
  12.00 keV   1.157E+02  1.263E+03      69 A        48 A        34 A   
  13.00 keV   1.205E+02  1.288E+03      73 A        50 A        36 A   
  14.00 keV   1.250E+02  1.311E+03      77 A        52 A        38 A   
  15.00 keV   1.294E+02  1.331E+03      81 A        54 A        39 A   
  16.00 keV   1.336E+02  1.350E+03      84 A        57 A        41 A   
  17.00 keV   1.377E+02  1.368E+03      88 A        59 A        42 A   
  18.00 keV   1.417E+02  1.384E+03      92 A        61 A        44 A   
  20.00 keV   1.494E+02  1.413E+03      99 A        65 A        47 A   
  22.50 keV   1.585E+02  1.444E+03     108 A        70 A        51 A   
  25.00 keV   1.670E+02  1.470E+03     117 A        75 A        54 A   
  27.50 keV   1.752E+02  1.493E+03     126 A        80 A        58 A   
  30.00 keV   1.830E+02  1.512E+03     135 A        85 A        61 A   
  32.50 keV   1.905E+02  1.529E+03     143 A        90 A        64 A   
  35.00 keV   1.976E+02  1.543E+03     152 A        94 A        68 A   
  37.50 keV   2.046E+02  1.556E+03     160 A        99 A        71 A   
  40.00 keV   2.113E+02  1.567E+03     169 A       104 A        74 A   
  45.00 keV   2.241E+02  1.585E+03     185 A       113 A        81 A   
