 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-73-35.txt

 Ion = Bromine      [35] , Mass = 73 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 73 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.168E+02  1.499E+03      52 A        37 A        26 A   
  11.00 keV   1.224E+02  1.543E+03      55 A        39 A        28 A   
  12.00 keV   1.279E+02  1.582E+03      58 A        41 A        29 A   
  13.00 keV   1.331E+02  1.618E+03      61 A        42 A        30 A   
  14.00 keV   1.381E+02  1.652E+03      64 A        44 A        32 A   
  15.00 keV   1.430E+02  1.682E+03      68 A        46 A        33 A   
  16.00 keV   1.477E+02  1.711E+03      71 A        48 A        34 A   
  17.00 keV   1.522E+02  1.738E+03      73 A        50 A        36 A   
  18.00 keV   1.566E+02  1.763E+03      76 A        51 A        37 A   
  20.00 keV   1.651E+02  1.808E+03      82 A        55 A        39 A   
  22.50 keV   1.751E+02  1.857E+03      89 A        59 A        42 A   
  25.00 keV   1.846E+02  1.900E+03      96 A        62 A        45 A   
  27.50 keV   1.936E+02  1.937E+03     103 A        66 A        48 A   
  30.00 keV   2.022E+02  1.971E+03     110 A        70 A        51 A   
  32.50 keV   2.105E+02  2.000E+03     116 A        74 A        53 A   
  35.00 keV   2.184E+02  2.026E+03     123 A        77 A        56 A   
  37.50 keV   2.261E+02  2.050E+03     129 A        81 A        58 A   
  40.00 keV   2.335E+02  2.071E+03     136 A        84 A        61 A   
  45.00 keV   2.477E+02  2.108E+03     149 A        91 A        66 A   
