 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-32.txt

 Ion = Germanium    [32] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.022E+02  1.435E+03      54 A        38 A        27 A   
  11.00 keV   1.072E+02  1.475E+03      58 A        40 A        29 A   
  12.00 keV   1.119E+02  1.512E+03      61 A        42 A        30 A   
  13.00 keV   1.165E+02  1.545E+03      65 A        44 A        32 A   
  14.00 keV   1.209E+02  1.576E+03      68 A        46 A        33 A   
  15.00 keV   1.251E+02  1.604E+03      71 A        48 A        34 A   
  16.00 keV   1.292E+02  1.630E+03      74 A        50 A        36 A   
  17.00 keV   1.332E+02  1.655E+03      77 A        52 A        37 A   
  18.00 keV   1.371E+02  1.678E+03      81 A        53 A        38 A   
  20.00 keV   1.445E+02  1.719E+03      87 A        57 A        41 A   
  22.50 keV   1.533E+02  1.764E+03      94 A        61 A        44 A   
  25.00 keV   1.616E+02  1.802E+03     102 A        65 A        47 A   
  27.50 keV   1.694E+02  1.836E+03     109 A        69 A        50 A   
  30.00 keV   1.770E+02  1.866E+03     116 A        73 A        53 A   
  32.50 keV   1.842E+02  1.892E+03     123 A        77 A        56 A   
  35.00 keV   1.912E+02  1.915E+03     130 A        81 A        58 A   
  37.50 keV   1.979E+02  1.936E+03     137 A        85 A        61 A   
  40.00 keV   2.044E+02  1.955E+03     144 A        89 A        64 A   
  45.00 keV   2.167E+02  1.987E+03     158 A        96 A        69 A   
