 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-33.txt

 Ion = Arsenic      [33] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.271E+02  1.388E+03      53 A        38 A        28 A   
  11.00 keV   1.333E+02  1.426E+03      56 A        41 A        29 A   
  12.00 keV   1.393E+02  1.461E+03      59 A        43 A        31 A   
  13.00 keV   1.449E+02  1.494E+03      63 A        45 A        32 A   
  14.00 keV   1.504E+02  1.523E+03      66 A        47 A        33 A   
  15.00 keV   1.557E+02  1.550E+03      69 A        49 A        35 A   
  16.00 keV   1.608E+02  1.575E+03      72 A        50 A        36 A   
  17.00 keV   1.657E+02  1.599E+03      75 A        52 A        38 A   
  18.00 keV   1.706E+02  1.621E+03      78 A        54 A        39 A   
  20.00 keV   1.798E+02  1.660E+03      84 A        58 A        42 A   
  22.50 keV   1.907E+02  1.703E+03      91 A        62 A        45 A   
  25.00 keV   2.010E+02  1.740E+03      99 A        66 A        48 A   
  27.50 keV   2.108E+02  1.773E+03     106 A        70 A        51 A   
  30.00 keV   2.202E+02  1.801E+03     113 A        74 A        54 A   
  32.50 keV   2.292E+02  1.826E+03     120 A        78 A        56 A   
  35.00 keV   2.378E+02  1.848E+03     127 A        82 A        59 A   
  37.50 keV   2.462E+02  1.868E+03     133 A        86 A        62 A   
  40.00 keV   2.542E+02  1.886E+03     140 A        90 A        65 A   
  45.00 keV   2.697E+02  1.916E+03     154 A        97 A        70 A   
