 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-69-25.txt

 Ion = Manganese    [25] , Mass = 69 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.370E+01  9.348E+02      46 A        51 A        39 A   
  11.00 keV   7.730E+01  9.636E+02      48 A        53 A        41 A   
  12.00 keV   8.073E+01  9.900E+02      51 A        56 A        43 A   
  13.00 keV   8.403E+01  1.014E+03      54 A        59 A        45 A   
  14.00 keV   8.720E+01  1.037E+03      57 A        61 A        47 A   
  15.00 keV   9.026E+01  1.058E+03      60 A        64 A        49 A   
  16.00 keV   9.322E+01  1.077E+03      62 A        66 A        51 A   
  17.00 keV   9.609E+01  1.095E+03      65 A        69 A        53 A   
  18.00 keV   9.888E+01  1.112E+03      68 A        71 A        55 A   
  20.00 keV   1.042E+02  1.143E+03      73 A        76 A        59 A   
  22.50 keV   1.105E+02  1.178E+03      79 A        82 A        63 A   
  25.00 keV   1.165E+02  1.208E+03      86 A        88 A        68 A   
  27.50 keV   1.222E+02  1.234E+03      92 A        93 A        72 A   
  30.00 keV   1.277E+02  1.258E+03      98 A        99 A        76 A   
  32.50 keV   1.329E+02  1.279E+03     104 A       104 A        81 A   
  35.00 keV   1.379E+02  1.298E+03     110 A       109 A        85 A   
  37.50 keV   1.427E+02  1.316E+03     116 A       114 A        89 A   
  40.00 keV   1.474E+02  1.332E+03     122 A       119 A        93 A   
  45.00 keV   1.563E+02  1.359E+03     134 A       129 A       101 A   
