 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-65-28.txt

 Ion = Nickel       [28] , Mass = 65 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.035E+01  1.254E+03      58 A        42 A        31 A   
  11.00 keV   7.378E+01  1.287E+03      62 A        45 A        32 A   
  12.00 keV   7.706E+01  1.316E+03      66 A        47 A        34 A   
  13.00 keV   8.021E+01  1.343E+03      69 A        50 A        36 A   
  14.00 keV   8.324E+01  1.368E+03      73 A        52 A        37 A   
  15.00 keV   8.616E+01  1.390E+03      77 A        54 A        39 A   
  16.00 keV   8.898E+01  1.411E+03      80 A        56 A        41 A   
  17.00 keV   9.172E+01  1.430E+03      84 A        59 A        42 A   
  18.00 keV   9.438E+01  1.448E+03      87 A        61 A        44 A   
  20.00 keV   9.949E+01  1.480E+03      94 A        65 A        47 A   
  22.50 keV   1.055E+02  1.515E+03     103 A        70 A        50 A   
  25.00 keV   1.112E+02  1.544E+03     111 A        75 A        54 A   
  27.50 keV   1.167E+02  1.570E+03     119 A        80 A        57 A   
  30.00 keV   1.218E+02  1.592E+03     128 A        85 A        61 A   
  32.50 keV   1.268E+02  1.611E+03     136 A        90 A        64 A   
  35.00 keV   1.316E+02  1.628E+03     144 A        94 A        67 A   
  37.50 keV   1.362E+02  1.642E+03     152 A        99 A        71 A   
  40.00 keV   1.407E+02  1.655E+03     160 A       103 A        74 A   
  45.00 keV   1.492E+02  1.677E+03     176 A       112 A        80 A   
