 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-66-27.txt

 Ion = Cobalt       [27] , Mass = 66 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.134E+01  9.445E+02      44 A        50 A        38 A   
  11.00 keV   7.482E+01  9.743E+02      47 A        53 A        40 A   
  12.00 keV   7.815E+01  1.002E+03      49 A        55 A        43 A   
  13.00 keV   8.134E+01  1.027E+03      52 A        58 A        45 A   
  14.00 keV   8.441E+01  1.050E+03      55 A        61 A        47 A   
  15.00 keV   8.737E+01  1.072E+03      57 A        63 A        49 A   
  16.00 keV   9.024E+01  1.092E+03      60 A        66 A        50 A   
  17.00 keV   9.301E+01  1.111E+03      62 A        68 A        52 A   
  18.00 keV   9.571E+01  1.128E+03      65 A        70 A        54 A   
  20.00 keV   1.009E+02  1.161E+03      70 A        75 A        58 A   
  22.50 keV   1.070E+02  1.197E+03      76 A        81 A        62 A   
  25.00 keV   1.128E+02  1.228E+03      82 A        86 A        67 A   
  27.50 keV   1.183E+02  1.256E+03      88 A        92 A        71 A   
  30.00 keV   1.236E+02  1.281E+03      94 A        97 A        75 A   
  32.50 keV   1.286E+02  1.304E+03      99 A       102 A        79 A   
  35.00 keV   1.335E+02  1.324E+03     105 A       107 A        83 A   
  37.50 keV   1.381E+02  1.343E+03     111 A       112 A        87 A   
  40.00 keV   1.427E+02  1.360E+03     116 A       117 A        91 A   
  45.00 keV   1.513E+02  1.389E+03     127 A       127 A        99 A   
