 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-70-33.txt

 Ion = Arsenic      [33] , Mass = 70 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.234E+02  1.425E+03      53 A        38 A        27 A   
  11.00 keV   1.295E+02  1.465E+03      56 A        40 A        29 A   
  12.00 keV   1.352E+02  1.502E+03      60 A        42 A        30 A   
  13.00 keV   1.407E+02  1.535E+03      63 A        44 A        31 A   
  14.00 keV   1.461E+02  1.566E+03      66 A        46 A        33 A   
  15.00 keV   1.512E+02  1.594E+03      69 A        48 A        34 A   
  16.00 keV   1.561E+02  1.620E+03      72 A        49 A        36 A   
  17.00 keV   1.609E+02  1.644E+03      75 A        51 A        37 A   
  18.00 keV   1.656E+02  1.667E+03      78 A        53 A        38 A   
  20.00 keV   1.746E+02  1.708E+03      84 A        57 A        41 A   
  22.50 keV   1.852E+02  1.753E+03      92 A        61 A        44 A   
  25.00 keV   1.952E+02  1.792E+03      99 A        65 A        47 A   
  27.50 keV   2.047E+02  1.825E+03     106 A        69 A        50 A   
  30.00 keV   2.138E+02  1.855E+03     113 A        73 A        53 A   
  32.50 keV   2.225E+02  1.881E+03     120 A        77 A        55 A   
  35.00 keV   2.309E+02  1.905E+03     127 A        81 A        58 A   
  37.50 keV   2.390E+02  1.926E+03     134 A        84 A        61 A   
  40.00 keV   2.469E+02  1.944E+03     140 A        88 A        63 A   
  45.00 keV   2.618E+02  1.976E+03     154 A        95 A        69 A   
