 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-31.txt

 Ion = Gallium      [31] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.219E+02  1.410E+03      55 A        38 A        27 A   
  11.00 keV   1.279E+02  1.449E+03      58 A        40 A        29 A   
  12.00 keV   1.336E+02  1.484E+03      62 A        42 A        30 A   
  13.00 keV   1.390E+02  1.516E+03      65 A        44 A        32 A   
  14.00 keV   1.443E+02  1.546E+03      69 A        46 A        33 A   
  15.00 keV   1.493E+02  1.574E+03      72 A        48 A        35 A   
  16.00 keV   1.542E+02  1.599E+03      75 A        50 A        36 A   
  17.00 keV   1.590E+02  1.623E+03      78 A        52 A        37 A   
  18.00 keV   1.636E+02  1.645E+03      81 A        53 A        38 A   
  20.00 keV   1.724E+02  1.684E+03      88 A        57 A        41 A   
  22.50 keV   1.829E+02  1.727E+03      95 A        61 A        44 A   
  25.00 keV   1.928E+02  1.765E+03     103 A        65 A        47 A   
  27.50 keV   2.022E+02  1.797E+03     110 A        69 A        50 A   
  30.00 keV   2.112E+02  1.825E+03     117 A        73 A        53 A   
  32.50 keV   2.198E+02  1.850E+03     125 A        77 A        56 A   
  35.00 keV   2.281E+02  1.873E+03     132 A        81 A        59 A   
  37.50 keV   2.361E+02  1.892E+03     139 A        85 A        61 A   
  40.00 keV   2.439E+02  1.910E+03     146 A        89 A        64 A   
  45.00 keV   2.587E+02  1.940E+03     160 A        96 A        69 A   
