 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-30.txt

 Ion = Zinc         [30] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.246E+02  1.367E+03      56 A        39 A        28 A   
  11.00 keV   1.307E+02  1.404E+03      59 A        41 A        29 A   
  12.00 keV   1.365E+02  1.438E+03      63 A        43 A        31 A   
  13.00 keV   1.420E+02  1.469E+03      66 A        45 A        32 A   
  14.00 keV   1.474E+02  1.497E+03      69 A        47 A        34 A   
  15.00 keV   1.526E+02  1.523E+03      73 A        49 A        35 A   
  16.00 keV   1.576E+02  1.547E+03      76 A        51 A        37 A   
  17.00 keV   1.624E+02  1.570E+03      79 A        53 A        38 A   
  18.00 keV   1.671E+02  1.591E+03      83 A        55 A        39 A   
  20.00 keV   1.762E+02  1.628E+03      89 A        58 A        42 A   
  22.50 keV   1.869E+02  1.669E+03      97 A        63 A        45 A   
  25.00 keV   1.970E+02  1.704E+03     104 A        67 A        48 A   
  27.50 keV   2.066E+02  1.734E+03     112 A        71 A        51 A   
  30.00 keV   2.158E+02  1.761E+03     119 A        75 A        54 A   
  32.50 keV   2.246E+02  1.784E+03     127 A        79 A        57 A   
  35.00 keV   2.331E+02  1.804E+03     134 A        83 A        60 A   
  37.50 keV   2.413E+02  1.823E+03     141 A        87 A        63 A   
  40.00 keV   2.492E+02  1.839E+03     149 A        91 A        66 A   
  45.00 keV   2.643E+02  1.867E+03     163 A        99 A        71 A   
