 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-64-25.txt

 Ion = Manganese    [25] , Mass = 64 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.652E+01  8.861E+02      45 A        52 A        40 A   
  11.00 keV   8.026E+01  9.133E+02      48 A        55 A        42 A   
  12.00 keV   8.383E+01  9.382E+02      51 A        58 A        44 A   
  13.00 keV   8.725E+01  9.611E+02      54 A        61 A        47 A   
  14.00 keV   9.054E+01  9.822E+02      57 A        63 A        49 A   
  15.00 keV   9.372E+01  1.002E+03      60 A        66 A        51 A   
  16.00 keV   9.680E+01  1.020E+03      62 A        69 A        53 A   
  17.00 keV   9.977E+01  1.037E+03      65 A        71 A        55 A   
  18.00 keV   1.027E+02  1.053E+03      68 A        74 A        57 A   
  20.00 keV   1.082E+02  1.083E+03      73 A        79 A        61 A   
  22.50 keV   1.148E+02  1.115E+03      79 A        85 A        65 A   
  25.00 keV   1.210E+02  1.143E+03      86 A        90 A        70 A   
  27.50 keV   1.269E+02  1.168E+03      92 A        96 A        74 A   
  30.00 keV   1.325E+02  1.190E+03      98 A       102 A        79 A   
  32.50 keV   1.380E+02  1.210E+03     104 A       107 A        83 A   
  35.00 keV   1.432E+02  1.228E+03     110 A       113 A        87 A   
  37.50 keV   1.482E+02  1.245E+03     116 A       118 A        91 A   
  40.00 keV   1.530E+02  1.259E+03     122 A       123 A        96 A   
  45.00 keV   1.623E+02  1.285E+03     134 A       134 A       104 A   
