 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-65-32.txt

 Ion = Germanium    [32] , Mass = 65 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.090E+02  1.354E+03      54 A        39 A        28 A   
  11.00 keV   1.143E+02  1.391E+03      57 A        42 A        30 A   
  12.00 keV   1.194E+02  1.425E+03      61 A        44 A        31 A   
  13.00 keV   1.243E+02  1.456E+03      64 A        46 A        33 A   
  14.00 keV   1.290E+02  1.484E+03      67 A        48 A        34 A   
  15.00 keV   1.335E+02  1.510E+03      70 A        50 A        36 A   
  16.00 keV   1.379E+02  1.534E+03      74 A        52 A        37 A   
  17.00 keV   1.421E+02  1.557E+03      77 A        54 A        39 A   
  18.00 keV   1.463E+02  1.578E+03      80 A        56 A        40 A   
  20.00 keV   1.542E+02  1.616E+03      86 A        59 A        43 A   
  22.50 keV   1.635E+02  1.656E+03      94 A        64 A        46 A   
  25.00 keV   1.724E+02  1.692E+03     101 A        68 A        49 A   
  27.50 keV   1.808E+02  1.722E+03     108 A        73 A        52 A   
  30.00 keV   1.888E+02  1.749E+03     116 A        77 A        55 A   
  32.50 keV   1.965E+02  1.773E+03     123 A        81 A        58 A   
  35.00 keV   2.040E+02  1.794E+03     130 A        85 A        61 A   
  37.50 keV   2.111E+02  1.813E+03     137 A        89 A        64 A   
  40.00 keV   2.180E+02  1.829E+03     144 A        93 A        67 A   
  45.00 keV   2.313E+02  1.857E+03     158 A       101 A        73 A   
