 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-75-27.txt

 Ion = Cobalt       [27] , Mass = 75 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 75 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.593E+01  1.310E+03      59 A        41 A        29 A   
  11.00 keV   1.006E+02  1.344E+03      63 A        43 A        31 A   
  12.00 keV   1.051E+02  1.375E+03      67 A        45 A        32 A   
  13.00 keV   1.094E+02  1.404E+03      71 A        47 A        34 A   
  14.00 keV   1.135E+02  1.429E+03      74 A        49 A        35 A   
  15.00 keV   1.175E+02  1.453E+03      78 A        51 A        37 A   
  16.00 keV   1.213E+02  1.475E+03      82 A        53 A        38 A   
  17.00 keV   1.251E+02  1.496E+03      85 A        55 A        40 A   
  18.00 keV   1.287E+02  1.514E+03      89 A        57 A        41 A   
  20.00 keV   1.357E+02  1.548E+03      96 A        61 A        44 A   
  22.50 keV   1.439E+02  1.585E+03     104 A        66 A        48 A   
  25.00 keV   1.517E+02  1.616E+03     112 A        71 A        51 A   
  27.50 keV   1.591E+02  1.643E+03     121 A        75 A        54 A   
  30.00 keV   1.662E+02  1.667E+03     129 A        80 A        57 A   
  32.50 keV   1.729E+02  1.687E+03     137 A        84 A        60 A   
  35.00 keV   1.795E+02  1.705E+03     145 A        88 A        63 A   
  37.50 keV   1.858E+02  1.721E+03     153 A        93 A        66 A   
  40.00 keV   1.919E+02  1.735E+03     161 A        97 A        69 A   
  45.00 keV   2.035E+02  1.758E+03     177 A       105 A        75 A   
