 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-29.txt

 Ion = Copper       [29] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.768E+01  1.341E+03      57 A        40 A        29 A   
  11.00 keV   8.147E+01  1.377E+03      61 A        43 A        31 A   
  12.00 keV   8.509E+01  1.410E+03      65 A        45 A        32 A   
  13.00 keV   8.857E+01  1.439E+03      68 A        47 A        34 A   
  14.00 keV   9.191E+01  1.467E+03      72 A        49 A        35 A   
  15.00 keV   9.514E+01  1.492E+03      75 A        51 A        37 A   
  16.00 keV   9.826E+01  1.515E+03      79 A        53 A        38 A   
  17.00 keV   1.013E+02  1.536E+03      82 A        55 A        40 A   
  18.00 keV   1.042E+02  1.556E+03      86 A        57 A        41 A   
  20.00 keV   1.099E+02  1.593E+03      92 A        61 A        44 A   
  22.50 keV   1.165E+02  1.631E+03     101 A        66 A        47 A   
  25.00 keV   1.228E+02  1.665E+03     109 A        70 A        51 A   
  27.50 keV   1.288E+02  1.694E+03     117 A        75 A        54 A   
  30.00 keV   1.345E+02  1.719E+03     124 A        79 A        57 A   
  32.50 keV   1.400E+02  1.741E+03     132 A        84 A        60 A   
  35.00 keV   1.453E+02  1.761E+03     140 A        88 A        63 A   
  37.50 keV   1.504E+02  1.778E+03     148 A        92 A        66 A   
  40.00 keV   1.554E+02  1.793E+03     155 A        96 A        69 A   
  45.00 keV   1.648E+02  1.819E+03     171 A       105 A        75 A   
