 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-70-25.txt

 Ion = Manganese    [25] , Mass = 70 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Manganese    [25] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.049E+02  1.214E+03      61 A        43 A        31 A   
  11.00 keV   1.100E+02  1.244E+03      65 A        45 A        32 A   
  12.00 keV   1.149E+02  1.272E+03      69 A        47 A        34 A   
  13.00 keV   1.196E+02  1.297E+03      73 A        50 A        36 A   
  14.00 keV   1.241E+02  1.320E+03      77 A        52 A        37 A   
  15.00 keV   1.285E+02  1.340E+03      81 A        54 A        39 A   
  16.00 keV   1.327E+02  1.360E+03      85 A        56 A        41 A   
  17.00 keV   1.368E+02  1.377E+03      88 A        59 A        42 A   
  18.00 keV   1.407E+02  1.394E+03      92 A        61 A        44 A   
  20.00 keV   1.483E+02  1.423E+03      99 A        65 A        47 A   
  22.50 keV   1.573E+02  1.454E+03     108 A        70 A        50 A   
  25.00 keV   1.658E+02  1.481E+03     117 A        75 A        54 A   
  27.50 keV   1.739E+02  1.504E+03     126 A        80 A        57 A   
  30.00 keV   1.817E+02  1.523E+03     135 A        84 A        61 A   
  32.50 keV   1.891E+02  1.540E+03     143 A        89 A        64 A   
  35.00 keV   1.962E+02  1.555E+03     152 A        94 A        67 A   
  37.50 keV   2.031E+02  1.568E+03     160 A        98 A        71 A   
  40.00 keV   2.098E+02  1.579E+03     169 A       103 A        74 A   
  45.00 keV   2.225E+02  1.597E+03     185 A       112 A        80 A   
