 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-30.txt

 Ion = Zinc         [30] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.229E+02  1.384E+03      56 A        39 A        28 A   
  11.00 keV   1.289E+02  1.421E+03      59 A        41 A        29 A   
  12.00 keV   1.346E+02  1.456E+03      63 A        43 A        31 A   
  13.00 keV   1.401E+02  1.487E+03      66 A        45 A        32 A   
  14.00 keV   1.454E+02  1.516E+03      70 A        47 A        34 A   
  15.00 keV   1.505E+02  1.542E+03      73 A        49 A        35 A   
  16.00 keV   1.554E+02  1.567E+03      76 A        50 A        36 A   
  17.00 keV   1.602E+02  1.590E+03      80 A        52 A        38 A   
  18.00 keV   1.649E+02  1.611E+03      83 A        54 A        39 A   
  20.00 keV   1.738E+02  1.649E+03      89 A        58 A        42 A   
  22.50 keV   1.843E+02  1.690E+03      97 A        62 A        45 A   
  25.00 keV   1.943E+02  1.726E+03     105 A        66 A        48 A   
  27.50 keV   2.038E+02  1.757E+03     112 A        70 A        51 A   
  30.00 keV   2.128E+02  1.784E+03     120 A        75 A        54 A   
  32.50 keV   2.215E+02  1.808E+03     127 A        79 A        57 A   
  35.00 keV   2.299E+02  1.829E+03     134 A        82 A        59 A   
  37.50 keV   2.380E+02  1.848E+03     142 A        86 A        62 A   
  40.00 keV   2.458E+02  1.865E+03     149 A        90 A        65 A   
  45.00 keV   2.607E+02  1.893E+03     163 A        98 A        70 A   
