 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-72-35.txt

 Ion = Bromine      [35] , Mass = 72 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.176E+02  1.491E+03      52 A        37 A        26 A   
  11.00 keV   1.233E+02  1.534E+03      55 A        39 A        28 A   
  12.00 keV   1.288E+02  1.573E+03      58 A        41 A        29 A   
  13.00 keV   1.340E+02  1.609E+03      61 A        43 A        31 A   
  14.00 keV   1.391E+02  1.642E+03      64 A        44 A        32 A   
  15.00 keV   1.440E+02  1.672E+03      67 A        46 A        33 A   
  16.00 keV   1.487E+02  1.701E+03      70 A        48 A        35 A   
  17.00 keV   1.533E+02  1.727E+03      73 A        50 A        36 A   
  18.00 keV   1.577E+02  1.752E+03      76 A        51 A        37 A   
  20.00 keV   1.663E+02  1.796E+03      82 A        55 A        39 A   
  22.50 keV   1.763E+02  1.845E+03      89 A        59 A        42 A   
  25.00 keV   1.859E+02  1.888E+03      96 A        63 A        45 A   
  27.50 keV   1.949E+02  1.925E+03     103 A        67 A        48 A   
  30.00 keV   2.036E+02  1.958E+03     110 A        70 A        51 A   
  32.50 keV   2.119E+02  1.987E+03     116 A        74 A        53 A   
  35.00 keV   2.199E+02  2.013E+03     123 A        78 A        56 A   
  37.50 keV   2.277E+02  2.036E+03     129 A        81 A        59 A   
  40.00 keV   2.351E+02  2.057E+03     136 A        85 A        61 A   
  45.00 keV   2.494E+02  2.093E+03     149 A        92 A        66 A   
