 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-69-34.txt

 Ion = Selenium     [34] , Mass = 69 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.226E+02  1.440E+03      52 A        38 A        27 A   
  11.00 keV   1.286E+02  1.481E+03      55 A        40 A        28 A   
  12.00 keV   1.343E+02  1.518E+03      59 A        42 A        30 A   
  13.00 keV   1.398E+02  1.552E+03      62 A        44 A        31 A   
  14.00 keV   1.451E+02  1.583E+03      65 A        45 A        33 A   
  15.00 keV   1.502E+02  1.612E+03      68 A        47 A        34 A   
  16.00 keV   1.551E+02  1.639E+03      71 A        49 A        35 A   
  17.00 keV   1.599E+02  1.664E+03      74 A        51 A        37 A   
  18.00 keV   1.645E+02  1.687E+03      77 A        53 A        38 A   
  20.00 keV   1.734E+02  1.729E+03      83 A        56 A        40 A   
  22.50 keV   1.840E+02  1.775E+03      90 A        60 A        43 A   
  25.00 keV   1.939E+02  1.815E+03      97 A        64 A        46 A   
  27.50 keV   2.034E+02  1.849E+03     104 A        68 A        49 A   
  30.00 keV   2.124E+02  1.880E+03     111 A        72 A        52 A   
  32.50 keV   2.211E+02  1.907E+03     118 A        76 A        55 A   
  35.00 keV   2.294E+02  1.931E+03     125 A        80 A        58 A   
  37.50 keV   2.375E+02  1.953E+03     131 A        84 A        60 A   
  40.00 keV   2.453E+02  1.972E+03     138 A        87 A        63 A   
  45.00 keV   2.602E+02  2.005E+03     151 A        95 A        68 A   
