 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-67-29.txt

 Ion = Copper       [29] , Mass = 67 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.053E+01  1.298E+03      57 A        41 A        30 A   
  11.00 keV   8.446E+01  1.333E+03      61 A        44 A        31 A   
  12.00 keV   8.821E+01  1.364E+03      64 A        46 A        33 A   
  13.00 keV   9.181E+01  1.392E+03      68 A        48 A        35 A   
  14.00 keV   9.528E+01  1.418E+03      72 A        50 A        36 A   
  15.00 keV   9.863E+01  1.442E+03      75 A        52 A        38 A   
  16.00 keV   1.019E+02  1.464E+03      78 A        55 A        39 A   
  17.00 keV   1.050E+02  1.485E+03      82 A        57 A        41 A   
  18.00 keV   1.080E+02  1.504E+03      85 A        59 A        42 A   
  20.00 keV   1.139E+02  1.538E+03      92 A        63 A        45 A   
  22.50 keV   1.208E+02  1.575E+03     100 A        68 A        49 A   
  25.00 keV   1.273E+02  1.607E+03     108 A        72 A        52 A   
  27.50 keV   1.335E+02  1.634E+03     116 A        77 A        55 A   
  30.00 keV   1.395E+02  1.658E+03     124 A        82 A        59 A   
  32.50 keV   1.452E+02  1.679E+03     132 A        86 A        62 A   
  35.00 keV   1.507E+02  1.697E+03     140 A        90 A        65 A   
  37.50 keV   1.559E+02  1.713E+03     148 A        95 A        68 A   
  40.00 keV   1.611E+02  1.728E+03     155 A        99 A        71 A   
  45.00 keV   1.708E+02  1.752E+03     171 A       108 A        77 A   
