 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-65-30.txt

 Ion = Zinc         [30] , Mass = 65 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.311E+02  1.305E+03      55 A        40 A        29 A   
  11.00 keV   1.375E+02  1.340E+03      59 A        42 A        30 A   
  12.00 keV   1.436E+02  1.372E+03      62 A        44 A        32 A   
  13.00 keV   1.495E+02  1.401E+03      66 A        47 A        33 A   
  14.00 keV   1.551E+02  1.427E+03      69 A        49 A        35 A   
  15.00 keV   1.606E+02  1.451E+03      72 A        51 A        36 A   
  16.00 keV   1.659E+02  1.474E+03      76 A        53 A        38 A   
  17.00 keV   1.710E+02  1.495E+03      79 A        55 A        39 A   
  18.00 keV   1.759E+02  1.514E+03      82 A        57 A        41 A   
  20.00 keV   1.854E+02  1.549E+03      88 A        60 A        43 A   
  22.50 keV   1.967E+02  1.587E+03      96 A        65 A        47 A   
  25.00 keV   2.073E+02  1.619E+03     104 A        69 A        50 A   
  27.50 keV   2.174E+02  1.647E+03     112 A        74 A        53 A   
  30.00 keV   2.271E+02  1.672E+03     119 A        78 A        56 A   
  32.50 keV   2.364E+02  1.693E+03     126 A        82 A        59 A   
  35.00 keV   2.453E+02  1.712E+03     134 A        86 A        62 A   
  37.50 keV   2.539E+02  1.729E+03     141 A        91 A        65 A   
  40.00 keV   2.622E+02  1.744E+03     148 A        95 A        68 A   
  45.00 keV   2.781E+02  1.769E+03     163 A       103 A        74 A   
