 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-68-32.txt

 Ion = Germanium    [32] , Mass = 68 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.435E+01  1.055E+03      40 A        46 A        35 A   
  11.00 keV   7.798E+01  1.090E+03      43 A        49 A        37 A   
  12.00 keV   8.145E+01  1.122E+03      45 A        51 A        39 A   
  13.00 keV   8.478E+01  1.152E+03      48 A        53 A        41 A   
  14.00 keV   8.798E+01  1.180E+03      50 A        56 A        43 A   
  15.00 keV   9.107E+01  1.206E+03      52 A        58 A        44 A   
  16.00 keV   9.405E+01  1.230E+03      55 A        60 A        46 A   
  17.00 keV   9.695E+01  1.253E+03      57 A        62 A        48 A   
  18.00 keV   9.976E+01  1.274E+03      59 A        64 A        50 A   
  20.00 keV   1.052E+02  1.313E+03      63 A        69 A        53 A   
  22.50 keV   1.115E+02  1.357E+03      69 A        74 A        57 A   
  25.00 keV   1.176E+02  1.396E+03      74 A        78 A        61 A   
  27.50 keV   1.233E+02  1.430E+03      79 A        83 A        64 A   
  30.00 keV   1.288E+02  1.461E+03      84 A        88 A        68 A   
  32.50 keV   1.340E+02  1.489E+03      90 A        92 A        72 A   
  35.00 keV   1.391E+02  1.515E+03      94 A        97 A        75 A   
  37.50 keV   1.440E+02  1.538E+03      99 A       101 A        79 A   
  40.00 keV   1.487E+02  1.560E+03     104 A       106 A        82 A   
  45.00 keV   1.577E+02  1.598E+03     114 A       114 A        89 A   
