 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-60-31.txt

 Ion = Gallium      [31] , Mass = 60 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.354E+02  1.279E+03      54 A        40 A        29 A   
  11.00 keV   1.420E+02  1.314E+03      57 A        42 A        31 A   
  12.00 keV   1.483E+02  1.345E+03      61 A        45 A        33 A   
  13.00 keV   1.544E+02  1.373E+03      64 A        47 A        34 A   
  14.00 keV   1.602E+02  1.399E+03      67 A        49 A        35 A   
  15.00 keV   1.658E+02  1.423E+03      71 A        51 A        37 A   
  16.00 keV   1.713E+02  1.445E+03      74 A        53 A        38 A   
  17.00 keV   1.766E+02  1.466E+03      77 A        55 A        40 A   
  18.00 keV   1.817E+02  1.485E+03      80 A        57 A        41 A   
  20.00 keV   1.915E+02  1.519E+03      86 A        61 A        44 A   
  22.50 keV   2.031E+02  1.556E+03      94 A        66 A        47 A   
  25.00 keV   2.141E+02  1.588E+03     102 A        70 A        51 A   
  27.50 keV   2.246E+02  1.616E+03     109 A        75 A        54 A   
  30.00 keV   2.345E+02  1.640E+03     117 A        79 A        57 A   
  32.50 keV   2.441E+02  1.661E+03     124 A        84 A        60 A   
  35.00 keV   2.533E+02  1.679E+03     131 A        88 A        63 A   
  37.50 keV   2.622E+02  1.696E+03     138 A        92 A        66 A   
  40.00 keV   2.708E+02  1.710E+03     145 A        96 A        69 A   
  45.00 keV   2.872E+02  1.735E+03     160 A       104 A        75 A   
