 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-74-29.txt

 Ion = Copper       [29] , Mass = 74 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.662E+01  1.357E+03      58 A        40 A        29 A   
  11.00 keV   8.036E+01  1.394E+03      61 A        42 A        30 A   
  12.00 keV   8.394E+01  1.427E+03      65 A        45 A        32 A   
  13.00 keV   8.736E+01  1.457E+03      69 A        47 A        33 A   
  14.00 keV   9.066E+01  1.485E+03      72 A        49 A        35 A   
  15.00 keV   9.384E+01  1.510E+03      76 A        51 A        36 A   
  16.00 keV   9.692E+01  1.534E+03      79 A        53 A        38 A   
  17.00 keV   9.991E+01  1.556E+03      82 A        55 A        39 A   
  18.00 keV   1.028E+02  1.576E+03      86 A        57 A        41 A   
  20.00 keV   1.084E+02  1.613E+03      92 A        60 A        43 A   
  22.50 keV   1.149E+02  1.653E+03     101 A        65 A        47 A   
  25.00 keV   1.212E+02  1.687E+03     109 A        70 A        50 A   
  27.50 keV   1.271E+02  1.716E+03     117 A        74 A        53 A   
  30.00 keV   1.327E+02  1.742E+03     125 A        78 A        56 A   
  32.50 keV   1.381E+02  1.765E+03     132 A        83 A        59 A   
  35.00 keV   1.433E+02  1.785E+03     140 A        87 A        62 A   
  37.50 keV   1.484E+02  1.802E+03     148 A        91 A        65 A   
  40.00 keV   1.532E+02  1.818E+03     155 A        95 A        68 A   
  45.00 keV   1.625E+02  1.845E+03     170 A       103 A        74 A   
