 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-71-27.txt

 Ion = Cobalt       [27] , Mass = 71 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.860E+01  1.278E+03      59 A        41 A        30 A   
  11.00 keV   1.034E+02  1.312E+03      63 A        44 A        31 A   
  12.00 keV   1.080E+02  1.342E+03      67 A        46 A        33 A   
  13.00 keV   1.124E+02  1.369E+03      70 A        48 A        35 A   
  14.00 keV   1.167E+02  1.394E+03      74 A        50 A        36 A   
  15.00 keV   1.208E+02  1.417E+03      78 A        52 A        38 A   
  16.00 keV   1.247E+02  1.439E+03      81 A        54 A        39 A   
  17.00 keV   1.286E+02  1.458E+03      85 A        56 A        41 A   
  18.00 keV   1.323E+02  1.476E+03      88 A        59 A        42 A   
  20.00 keV   1.394E+02  1.509E+03      95 A        62 A        45 A   
  22.50 keV   1.479E+02  1.544E+03     104 A        67 A        48 A   
  25.00 keV   1.559E+02  1.574E+03     112 A        72 A        52 A   
  27.50 keV   1.635E+02  1.600E+03     121 A        77 A        55 A   
  30.00 keV   1.708E+02  1.622E+03     129 A        81 A        58 A   
  32.50 keV   1.777E+02  1.642E+03     137 A        86 A        62 A   
  35.00 keV   1.845E+02  1.659E+03     145 A        90 A        65 A   
  37.50 keV   1.909E+02  1.674E+03     153 A        95 A        68 A   
  40.00 keV   1.972E+02  1.687E+03     161 A        99 A        71 A   
  45.00 keV   2.092E+02  1.709E+03     177 A       107 A        77 A   
