 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-67-33.txt

 Ion = Arsenic      [33] , Mass = 67 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.262E+02  1.397E+03      53 A        38 A        27 A   
  11.00 keV   1.323E+02  1.436E+03      56 A        40 A        29 A   
  12.00 keV   1.382E+02  1.472E+03      59 A        42 A        30 A   
  13.00 keV   1.439E+02  1.504E+03      63 A        44 A        32 A   
  14.00 keV   1.493E+02  1.534E+03      66 A        46 A        33 A   
  15.00 keV   1.545E+02  1.561E+03      69 A        48 A        35 A   
  16.00 keV   1.596E+02  1.587E+03      72 A        50 A        36 A   
  17.00 keV   1.645E+02  1.611E+03      75 A        52 A        37 A   
  18.00 keV   1.693E+02  1.633E+03      78 A        54 A        39 A   
  20.00 keV   1.784E+02  1.673E+03      84 A        57 A        41 A   
  22.50 keV   1.893E+02  1.716E+03      91 A        62 A        44 A   
  25.00 keV   1.995E+02  1.753E+03      99 A        66 A        47 A   
  27.50 keV   2.092E+02  1.786E+03     106 A        70 A        50 A   
  30.00 keV   2.185E+02  1.815E+03     113 A        74 A        53 A   
  32.50 keV   2.275E+02  1.840E+03     120 A        78 A        56 A   
  35.00 keV   2.360E+02  1.863E+03     127 A        82 A        59 A   
  37.50 keV   2.443E+02  1.883E+03     133 A        86 A        62 A   
  40.00 keV   2.523E+02  1.901E+03     140 A        90 A        64 A   
  45.00 keV   2.676E+02  1.932E+03     154 A        97 A        70 A   
