 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-63-27.txt

 Ion = Cobalt       [27] , Mass = 63 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.047E+02  1.209E+03      58 A        43 A        31 A   
  11.00 keV   1.098E+02  1.240E+03      62 A        45 A        33 A   
  12.00 keV   1.147E+02  1.268E+03      66 A        48 A        34 A   
  13.00 keV   1.193E+02  1.293E+03      70 A        50 A        36 A   
  14.00 keV   1.238E+02  1.316E+03      73 A        52 A        38 A   
  15.00 keV   1.282E+02  1.337E+03      77 A        54 A        39 A   
  16.00 keV   1.324E+02  1.357E+03      81 A        57 A        41 A   
  17.00 keV   1.365E+02  1.375E+03      84 A        59 A        42 A   
  18.00 keV   1.404E+02  1.392E+03      88 A        61 A        44 A   
  20.00 keV   1.480E+02  1.422E+03      95 A        65 A        47 A   
  22.50 keV   1.570E+02  1.454E+03     103 A        70 A        51 A   
  25.00 keV   1.655E+02  1.481E+03     112 A        75 A        54 A   
  27.50 keV   1.736E+02  1.505E+03     120 A        80 A        58 A   
  30.00 keV   1.813E+02  1.525E+03     128 A        85 A        61 A   
  32.50 keV   1.887E+02  1.542E+03     137 A        90 A        65 A   
  35.00 keV   1.958E+02  1.558E+03     145 A        94 A        68 A   
  37.50 keV   2.027E+02  1.571E+03     153 A        99 A        71 A   
  40.00 keV   2.093E+02  1.583E+03     161 A       104 A        74 A   
  45.00 keV   2.220E+02  1.602E+03     177 A       113 A        81 A   
