 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-238-92_Ion-63-30.txt

 Ion = Zinc         [30] , Mass = 63 amu

 Density =  1.9043E+01 g/cm3 = 4.8184E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      U     92    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.291E+01  9.663E+02      41 A        48 A        37 A   
  11.00 keV   9.744E+01  9.977E+02      44 A        51 A        39 A   
  12.00 keV   1.018E+02  1.026E+03      46 A        53 A        41 A   
  13.00 keV   1.059E+02  1.053E+03      49 A        56 A        43 A   
  14.00 keV   1.099E+02  1.078E+03      51 A        58 A        45 A   
  15.00 keV   1.138E+02  1.101E+03      54 A        61 A        47 A   
  16.00 keV   1.175E+02  1.122E+03      56 A        63 A        48 A   
  17.00 keV   1.211E+02  1.142E+03      58 A        65 A        50 A   
  18.00 keV   1.247E+02  1.161E+03      61 A        68 A        52 A   
  20.00 keV   1.314E+02  1.196E+03      65 A        72 A        55 A   
  22.50 keV   1.394E+02  1.234E+03      71 A        77 A        59 A   
  25.00 keV   1.469E+02  1.268E+03      76 A        83 A        64 A   
  27.50 keV   1.541E+02  1.299E+03      82 A        88 A        68 A   
  30.00 keV   1.609E+02  1.326E+03      87 A        93 A        71 A   
  32.50 keV   1.675E+02  1.350E+03      92 A        98 A        75 A   
  35.00 keV   1.738E+02  1.373E+03      98 A       102 A        79 A   
  37.50 keV   1.799E+02  1.393E+03     103 A       107 A        83 A   
  40.00 keV   1.858E+02  1.412E+03     108 A       112 A        86 A   
  45.00 keV   1.971E+02  1.445E+03     118 A       121 A        93 A   
