 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-71-31.txt

 Ion = Gallium      [31] , Mass = 71 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.245E+02  1.384E+03      55 A        39 A        28 A   
  11.00 keV   1.306E+02  1.423E+03      58 A        41 A        29 A   
  12.00 keV   1.364E+02  1.457E+03      62 A        43 A        31 A   
  13.00 keV   1.419E+02  1.489E+03      65 A        45 A        32 A   
  14.00 keV   1.473E+02  1.518E+03      68 A        47 A        34 A   
  15.00 keV   1.525E+02  1.544E+03      72 A        49 A        35 A   
  16.00 keV   1.575E+02  1.569E+03      75 A        50 A        36 A   
  17.00 keV   1.623E+02  1.592E+03      78 A        52 A        38 A   
  18.00 keV   1.670E+02  1.613E+03      81 A        54 A        39 A   
  20.00 keV   1.760E+02  1.652E+03      87 A        58 A        42 A   
  22.50 keV   1.867E+02  1.694E+03      95 A        62 A        45 A   
  25.00 keV   1.968E+02  1.730E+03     102 A        66 A        48 A   
  27.50 keV   2.064E+02  1.761E+03     110 A        70 A        51 A   
  30.00 keV   2.156E+02  1.789E+03     117 A        75 A        54 A   
  32.50 keV   2.244E+02  1.813E+03     124 A        79 A        57 A   
  35.00 keV   2.329E+02  1.835E+03     132 A        82 A        59 A   
  37.50 keV   2.411E+02  1.854E+03     139 A        86 A        62 A   
  40.00 keV   2.490E+02  1.871E+03     146 A        90 A        65 A   
  45.00 keV   2.641E+02  1.900E+03     160 A        98 A        70 A   
