 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-68-28.txt

 Ion = Nickel       [28] , Mass = 68 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.878E+01  1.281E+03      58 A        42 A        30 A   
  11.00 keV   7.213E+01  1.314E+03      62 A        44 A        32 A   
  12.00 keV   7.534E+01  1.345E+03      66 A        47 A        34 A   
  13.00 keV   7.842E+01  1.372E+03      70 A        49 A        35 A   
  14.00 keV   8.138E+01  1.398E+03      73 A        51 A        37 A   
  15.00 keV   8.424E+01  1.421E+03      77 A        53 A        38 A   
  16.00 keV   8.700E+01  1.442E+03      80 A        56 A        40 A   
  17.00 keV   8.968E+01  1.462E+03      84 A        58 A        41 A   
  18.00 keV   9.228E+01  1.481E+03      87 A        60 A        43 A   
  20.00 keV   9.727E+01  1.514E+03      94 A        64 A        46 A   
  22.50 keV   1.032E+02  1.550E+03     103 A        69 A        49 A   
  25.00 keV   1.087E+02  1.580E+03     111 A        74 A        53 A   
  27.50 keV   1.141E+02  1.606E+03     119 A        79 A        56 A   
  30.00 keV   1.191E+02  1.629E+03     128 A        83 A        60 A   
  32.50 keV   1.240E+02  1.649E+03     136 A        88 A        63 A   
  35.00 keV   1.287E+02  1.667E+03     144 A        92 A        66 A   
  37.50 keV   1.332E+02  1.682E+03     152 A        97 A        69 A   
  40.00 keV   1.376E+02  1.696E+03     160 A       102 A        73 A   
  45.00 keV   1.459E+02  1.718E+03     176 A       110 A        79 A   
