 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-66-28.txt

 Ion = Nickel       [28] , Mass = 66 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.981E+01  1.263E+03      58 A        42 A        31 A   
  11.00 keV   7.322E+01  1.296E+03      62 A        45 A        32 A   
  12.00 keV   7.648E+01  1.326E+03      66 A        47 A        34 A   
  13.00 keV   7.960E+01  1.353E+03      69 A        50 A        35 A   
  14.00 keV   8.260E+01  1.378E+03      73 A        52 A        37 A   
  15.00 keV   8.550E+01  1.401E+03      77 A        54 A        39 A   
  16.00 keV   8.831E+01  1.422E+03      80 A        56 A        40 A   
  17.00 keV   9.102E+01  1.441E+03      84 A        58 A        42 A   
  18.00 keV   9.366E+01  1.459E+03      87 A        60 A        43 A   
  20.00 keV   9.873E+01  1.492E+03      94 A        65 A        46 A   
  22.50 keV   1.047E+02  1.527E+03     103 A        70 A        50 A   
  25.00 keV   1.104E+02  1.556E+03     111 A        75 A        54 A   
  27.50 keV   1.158E+02  1.582E+03     119 A        79 A        57 A   
  30.00 keV   1.209E+02  1.604E+03     128 A        84 A        60 A   
  32.50 keV   1.259E+02  1.624E+03     136 A        89 A        64 A   
  35.00 keV   1.306E+02  1.641E+03     144 A        94 A        67 A   
  37.50 keV   1.352E+02  1.656E+03     152 A        98 A        70 A   
  40.00 keV   1.396E+02  1.669E+03     160 A       103 A        73 A   
  45.00 keV   1.481E+02  1.691E+03     176 A       112 A        80 A   
