 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 02, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-64-30.txt

 Ion = Zinc         [30] , Mass = 64 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.321E+02  1.295E+03      55 A        40 A        29 A   
  11.00 keV   1.386E+02  1.330E+03      58 A        42 A        30 A   
  12.00 keV   1.448E+02  1.362E+03      62 A        45 A        32 A   
  13.00 keV   1.507E+02  1.390E+03      65 A        47 A        34 A   
  14.00 keV   1.564E+02  1.416E+03      69 A        49 A        35 A   
  15.00 keV   1.618E+02  1.440E+03      72 A        51 A        37 A   
  16.00 keV   1.671E+02  1.463E+03      75 A        53 A        38 A   
  17.00 keV   1.723E+02  1.483E+03      79 A        55 A        39 A   
  18.00 keV   1.773E+02  1.503E+03      82 A        57 A        41 A   
  20.00 keV   1.869E+02  1.537E+03      88 A        61 A        44 A   
  22.50 keV   1.982E+02  1.574E+03      96 A        65 A        47 A   
  25.00 keV   2.089E+02  1.606E+03     104 A        70 A        50 A   
  27.50 keV   2.191E+02  1.634E+03     111 A        74 A        53 A   
  30.00 keV   2.289E+02  1.658E+03     119 A        79 A        57 A   
  32.50 keV   2.382E+02  1.679E+03     126 A        83 A        60 A   
  35.00 keV   2.472E+02  1.698E+03     134 A        87 A        63 A   
  37.50 keV   2.559E+02  1.715E+03     141 A        91 A        66 A   
  40.00 keV   2.643E+02  1.729E+03     148 A        95 A        69 A   
  45.00 keV   2.803E+02  1.754E+03     163 A       103 A        74 A   
