 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 04, 2023 
 ==================================================================

 Disk File Name = Target-93-41_Ion-67-26.txt

 Ion = Iron         [26] , Mass = 67 amu

 Density =  8.5700E+00 g/cm3 = 5.5493E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/mm       
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.150E+02  1.218E+03      60 A        42 A        30 A   
  11.00 keV   1.206E+02  1.248E+03      63 A        45 A        32 A   
  12.00 keV   1.260E+02  1.276E+03      67 A        47 A        34 A   
  13.00 keV   1.311E+02  1.302E+03      71 A        49 A        35 A   
  14.00 keV   1.360E+02  1.325E+03      75 A        52 A        37 A   
  15.00 keV   1.408E+02  1.346E+03      79 A        54 A        39 A   
  16.00 keV   1.454E+02  1.366E+03      82 A        56 A        40 A   
  17.00 keV   1.499E+02  1.384E+03      86 A        58 A        42 A   
  18.00 keV   1.543E+02  1.400E+03      89 A        60 A        43 A   
  20.00 keV   1.626E+02  1.430E+03      97 A        64 A        46 A   
  22.50 keV   1.725E+02  1.462E+03     105 A        69 A        50 A   
  25.00 keV   1.818E+02  1.489E+03     114 A        74 A        53 A   
  27.50 keV   1.907E+02  1.513E+03     122 A        79 A        57 A   
  30.00 keV   1.991E+02  1.533E+03     131 A        84 A        60 A   
  32.50 keV   2.073E+02  1.550E+03     139 A        88 A        64 A   
  35.00 keV   2.151E+02  1.565E+03     147 A        93 A        67 A   
  37.50 keV   2.227E+02  1.578E+03     156 A        97 A        70 A   
  40.00 keV   2.300E+02  1.590E+03     164 A       102 A        73 A   
  45.00 keV   2.439E+02  1.609E+03     180 A       111 A        79 A   
